title,pos_score_OL,neg_score_OL,pos_score_MPQA,neg_score_MPQA,pos_score_LIWC,neg_score_LIWC,pos_score_ANEW,neg_score_ANEW,length,date,country,continent
Battle of Bryn Glas,9.0909,0.0,9.0909,0.0,0.0,0.0,0.0,0.0,11,1402-06-22,United Kingdom,Europe
Battle of Buna–Gona,4.7482,3.9579,8.0699,5.8733,4.0718,2.8061,1.3787,0.3788,14932,1942-11-16,Papua New Guinea,Oceania
Battle of Calabria,2.6667,4.4444,3.5556,4.4444,3.1111,3.1111,0.5022,0.0,225,1940-07-09,,
Battle of Callao,4.1021,5.8341,9.0246,6.928,2.8259,3.2817,1.7947,0.7138,1097,1866-05-02,Peru,South America
Battle of Campaldino,1.8519,3.7037,9.2593,3.7037,9.2593,3.7037,1.787,0.0,54,1289-06-11,Italy,Europe
"United States presidential election in New York, 2004",1.1696,1.7544,2.3392,2.924,3.5088,0.0,2.0789,0.0526,171,2004-11-02,,
Battle of Cape Spartivento,3.0769,5.1282,7.1795,4.1026,1.5385,4.1026,1.8923,0.3385,195,1940-11-27,,
Battle of Cape Esperance,0.8696,2.1739,1.3043,0.8696,0.8696,2.6087,0.3457,0.7663,230,1942-10-12,,
Battle of Cape Matapan,3.1977,4.9419,4.6512,5.2326,3.1977,2.3256,0.6337,0.9179,344,1941-03-29,,
Battle of Cape St. George,1.8519,3.7037,5.5556,3.7037,5.5556,5.5556,1.787,0.0,54,1943-11-25,,
Battle of Cape Spada,2.5157,4.4025,6.2893,6.6038,4.717,2.5157,2.0228,0.8129,318,1940-07-19,,
Lufthansa Flight 181,4.672,3.2306,7.0577,4.1252,3.1312,2.8827,1.0762,0.8347,2012,1977-10-18,,
"Canadian federal election, 2008",3.3003,2.5309,5.9427,3.4786,3.5455,1.2153,1.2967,0.1246,8969,2008-10-14,,
SuperBrawl,8.658,1.2987,11.1472,1.2987,4.8701,0.1082,0.6705,0.0,924,2001-02-18,,
Battle of Gavere,1.4706,2.9412,11.7647,2.9412,8.8235,2.9412,1.4191,0.0,68,1453-07-23,Belgium,Europe
Taos Revolt,3.4146,3.6585,5.6098,5.6098,3.9024,2.6829,2.5652,1.9085,410,1847-07-09,,
WCW World War 3,3.913,2.6087,6.9565,1.7391,1.7391,0.0,0.5891,0.0,230,1998-11-22,,
Great Turkish War,2.5316,3.7975,5.0633,6.3291,3.1646,0.6329,0.8022,0.0,158,1683-07-14,,
Battle of Lutter,0.0,0.0,0.0,7.1429,0.0,0.0,0.0,0.0,14,1626-08-27,Germany,Europe
Indian Creek massacre,3.3958,2.5761,6.089,4.8009,2.5761,2.1077,1.7032,0.7035,854,1832-05-21,United States,North America
Battle of Siffin,3.7997,4.1451,6.6494,6.0449,3.7133,3.0225,1.6248,0.6153,1158,0657-07-28,Syria,Asia
Siege of Constantinople (717–718),4.6813,2.5896,7.7689,3.9841,4.6813,1.992,1.1768,0.2311,1004,0718-08-15,,
Conquest of Mecca,5.4054,3.1727,9.2832,4.9647,5.1704,2.3502,2.0523,0.7243,3404,0629-12-11,,
Battle of Luzon,2.521,3.7815,6.9328,4.6218,3.3613,2.521,1.5242,0.6681,476,1945-08-15,,
Ekka,5.2632,0.0,5.2632,5.2632,10.5263,0.0,1.8684,0.0,19,1876-08-26,,
"European Parliament election, 1987 (Portugal)",8.5849,1.2264,11.0377,1.3208,4.9057,0.0,0.6491,0.0,1060,1987-07-19,,
1999 İzmit earthquake,3.9867,2.4917,5.814,3.6545,2.99,0.9967,1.4718,0.0748,602,1999-08-17,Turkey,Asia
Second War of Kappel,0.0,7.1429,0.0,7.1429,0.0,0.0,0.0,3.9464,14,1531-10-11,,
Battle of Molodi,8.6957,2.1739,10.8696,2.1739,13.0435,4.3478,3.4565,0.0,46,1572-08-03,Russia,Europe
Battle of Tinchebray,3.3333,3.3333,6.6667,3.3333,3.3333,0.0,0.0,0.0,30,1106-09-28,France,Europe
"United Kingdom local elections, 2006",2.236,1.9981,4.6622,2.8069,1.9029,1.7602,0.4713,0.0887,2102,2006-05-04,,
St. Albans Raid,3.5088,1.7544,12.2807,5.2632,5.2632,1.7544,1.1842,0.8246,57,1864-10-19,United States,North America
Sack of Rome (410),2.7460000000000004,3.8902,4.3478,5.2632,2.7460000000000004,2.9748,0.8209,0.7626,437,0410-08-24,Italy,Europe
Fredonian Rebellion,7.9365,0.6349,11.4286,1.9048,6.9841,0.3175,2.5119,0.2056,315,1826-12-21,,
American Revolutionary War,4.472,3.5358,7.9601,5.9664,3.6533,3.723,1.6737,1.5194,27236,1784-05-12,,
Guatemalan Civil War,3.7803,4.0658,7.1037,5.5276,3.529,2.9123,1.1387,0.4165,8756,1960-11-13,,
Second Battle of Athenry,6.6667,0.0,6.6667,0.0,0.0,6.6667,0.0,0.0,15,1316-08-10,,
"Manx general election, 2001",0.0,9.5238,0.0,9.5238,4.7619,0.0,5.7262,0.0,21,2001-11-22,,
Repatriation of Cossacks after World War II,4.3541,6.1873,8.1925,7.6769,3.8957,4.1535,1.6177,1.1258,3491,1945-05-28,,
Battle of Épehy,1.9737,2.6316,6.5789,2.6316,4.6053,1.3158,1.0099,0.0,152,1918-09-18,France,Europe
Middle Eastern theatre of World War I,2.9658,2.5095,5.9316,3.346,4.0304,1.3688,1.7753,0.0,1315,1914-10-29,,
Caucasus Campaign,2.1622,4.5045,5.6757,5.6757,2.5225,2.1622,1.1732,0.2721,1110,1914-10-24,,
"Hungarian parliamentary election, 2006",2.8037,0.9346,5.6075,1.8692,1.8692,0.0,2.3505,0.0,107,2006-04-23,,
"Irish general election, 2002",3.0303,1.5152,7.5758,3.0303,1.5152,1.5152,2.3977,0.8106,66,2002-05-17,,
Puerto Rican Campaign,3.3913,2.1662,6.1789999999999985,3.3381,2.6989,2.468,1.6617,0.5169,5632,1898-08-13,,
Battle of Carlisle,7.2917,2.0833,8.3333,4.1667,4.1667,3.125,0.5391,0.0,96,1863-07-01,United States,North America
Battle of Princeton Court House,0.0,0.0,1.9608,7.8431,0.0,9.8039,0.0,0.0,51,1862-05-17,United States,North America
Battle of Luzzara,1.4925,2.9851,7.4627,2.9851,7.4627,2.9851,1.4403,0.0,67,1702-08-15,Italy,Europe
Battle of Havrincourt,0.0,0.0,0.0,8.3333,0.0,0.0,0.0,0.0,12,1918-09-12,,
Battle of Kringen,2.1164,3.7037,5.291,3.7037,3.7037,2.1164,1.7288,0.3889,189,1612-08-26,,
Battle of Bergendal,0.0,5.5556,0.0,5.5556,0.0,5.5556,1.0,0.0,18,1900-08-27,South Africa,Africa
Battle of Elandslaagte,1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,1899-10-21,,
Battle of Talana Hill,3.5714,3.5714,9.5238,3.5714,7.1429,2.381,2.1369,0.0,84,1899-10-20,South Africa,Africa
La Noche Triste,3.5599,4.8544,8.4142,6.4725,3.8835,2.9126,1.7581,0.3932,309,1520-07-01,,
Wanganui Campaign,3.7879,5.303,8.3333,6.0606,3.7879,2.2727,3.6989,3.9034,132,1847-07-23,,
First Taranaki War,2.7716,6.0976,5.4324,7.2062,3.1042,2.7716,1.2167,0.1851,902,1860-03-17,,
Tauranga Campaign,4.334,7.1882,5.9197,9.0909,3.0655,5.4968,1.6414,1.3919,946,1864-01-21,,
East Cape War,2.4845,2.4845,5.5901,2.4845,2.4845,0.6211,1.3463,0.0,161,1865-04-13,,
Siege of Breda (1624),1.9802,2.9703,4.9505,2.9703,3.9604,1.9802,0.9554,0.0,101,1624-08-28,,
Battle of Buckland Mills,1.6129,3.2258,8.0645,6.4516,8.0645,6.4516,1.5565,0.0,62,1863-10-19,United States,North America
Battle of Bristoe Station,1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,1863-10-14,United States,North America
61st World Science Fiction Convention,3.5714,3.5714,7.1429,3.5714,5.3571,1.7857,2.942,0.0,56,2003-09-01,,
"Costa Rican general election, 2006",5.597,2.6119,7.4627,3.7313,5.2239,1.1194,1.9636,0.2966,268,2006-02-05,,
Siege of Zara,2.3077,1.5385,4.6154,2.3077,3.8462,2.3077,2.7712,0.0,130,1202-11-24,,
"United States Senate election in Pennsylvania, 2006",5.0710000000000015,2.8398,8.0122,3.854,5.3753,1.5213,1.5373,0.1544,986,2006-11-07,,
"Democratic Party presidential candidates, 2008",3.7637,2.3523,7.2661,3.6592,4.6001,1.5682,1.6865,0.1963,1913,2008-06-08,,
Battle of Festubert,0.0,0.0,0.0,6.6667,0.0,0.0,0.0,0.0,15,1915-05-25,France,Europe
1999 Düzce earthquake,0.0,10.0,0.0,20.0,0.0,10.0,1.55,7.175,10,1999-11-12,Turkey,Asia
Operation Cooney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1944-06-10,,
Nagorno-Karabakh War,3.8764,4.2423,6.8311,6.1534,3.6189,2.7718,1.0858,0.8698,14756,1988-02-20,,
Tarnak Farm incident,3.9146,5.516,6.2278,8.1851,3.9146,3.0249,2.2593,0.605,562,2002-04-17,,
Battle of Christmas Island,1.9231,1.9231,5.7692,1.9231,3.8462,0.0,0.0,0.0,52,1942-04-01,,
Battle of Nibley Green,2.649,2.649,7.947,3.3113,6.6225,1.9868,1.9421,0.0,151,1469-03-20,United Kingdom,Europe
Battle of Medellín,0.0,9.6774,0.0,12.9032,0.0,0.0,0.0,7.1613,31,1809-03-28,Spain,Europe
Second Battle of Fort Sumter,4.0,0.0,8.0,4.0,4.0,4.0,3.32,0.0,25,1863-09-07,,
Second Battle of Fort Wagner,4.7493,2.1108,7.3879,5.5409,3.9578,3.1662,2.0152,0.2619,379,1863-07-18,,
Battle of High Bridge,0.0,27.2727,0.0,36.3636,0.0,27.2727,0.0,4.9545,11,1865-04-07,United States,North America
Battle of Sutherland's Station,1.1494,1.1494,5.7471,5.7471,5.7471,4.5977,1.1092,0.0,87,1865-04-02,United States,North America
Siege of Krujë (1466–67),4.0906,4.9457,6.1243,6.1474,3.3279,2.7502,1.1037,0.2736,4327,1467-04-23,Albania,Europe
Siege of Krujë (1450),7.4866,3.2086,9.0909,6.4171,5.8824,3.7433,2.8142,1.0294,187,1450-11-23,Albania,Europe
Battle of Lake Poyang,4.6341,5.122000000000001,7.0732,5.6098,3.6585,2.439,1.6756,0.9256,410,1363-10-04,,
Battle of the Golden Spurs,2.8708,4.3062,5.5024,4.7847,2.6316,1.9139,0.5652,0.4892,418,1302-07-11,Belgium,Europe
Wagon Box Fight,5.1181,3.937,8.2677,4.3307,2.7559,4.3307,1.1299,0.7087,254,1867-08-02,United States,North America
Battle of Dolores River,10.0,10.0,6.6667,16.6667,10.0,10.0,0.0,0.0,30,1904-12-12,,
Battle of Papudo,1.0526,2.1053,7.3684,2.1053,5.2632,2.1053,1.6868,0.0,95,1865-11-26,Chile,South America
Battle of Carbisdale,2.1978,4.3956,7.6923,5.4945,6.044,2.1978,1.9396,0.8736,182,1650-04-27,United Kingdom,Europe
Battle of Warbonnet Creek,5.6604,7.5472,7.5472,9.434,5.6604,1.8868,3.8585,0.0,53,1876-07-17,United States,North America
"Victorian state election, 2006",5.8863,2.5034,9.2016,3.8566,5.6834,0.7442,1.6235,0.1201,1478,2006-11-25,,
Battle of Maida,2.1978,1.0989,7.6923,2.1978,6.5934,1.0989,1.0604,0.0,91,1806-07-04,Italy,Europe
Battle of Jemappes,6.4516,0.0,6.4516,0.0,6.4516,6.4516,0.0,2.1452,31,1792-11-06,Belgium,Europe
Six Days' Campaign,2.1277,2.1277,2.1277,0.0,0.0,0.0,0.0,0.0,47,1814-02-15,,
War of the Pyrenees,1.4493,4.3478,5.7971,4.3478,2.8986,2.8986,0.0,1.087,69,1793-03-07,France,Europe
War of the Fifth Coalition,1.8209,3.3384,3.0349,3.1866,1.3657,1.9727,0.9647,0.7155,659,1809-10-14,,
Franco-Swedish War,3.2787,4.918,6.5574,4.918,4.918,1.6393,2.9426,0.0,61,1805-10-31,,
Baltic Offensive,3.7508,10.4053,7.683,11.6757,4.1742,9.1954,1.0702,0.6946,1653,1944-11-24,,
Battle of Białystok–Minsk,4.4983,3.8062,8.3045,4.4983,3.8062,3.1142,2.1419,0.3192,289,1941-07-03,,
Operation Crimp,4.0752,2.3511,7.0533,2.8213,4.3887,1.4107,1.3182,0.0071,638,1966-01-14,Vietnam,Asia
"Glasgow Govan by-election, 1988",2.8571,0.0,2.8571,5.7143,2.8571,2.8571,0.0,2.3,35,1988-11-10,,
Operation Nordwind,2.1898,6.5693,3.6496,6.5693,3.6496,2.1898,0.9945,0.5657,137,1944-12-31,,
Crimean Offensive,4.5455,4.5455,9.0909,4.5455,9.0909,0.0,3.7045,2.3977,22,1944-05-12,,
"Washington State Senate election, 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006-11-07,,
Battle of Hansan Island,4.5952,4.6499,7.9322,7.9322,4.0481,4.9234,2.485,1.1105,1828,1592-07-08,,
Dull Knife Fight,1.7241,3.4483,8.6207,3.4483,8.6207,6.8966,1.6638,0.0,58,1876-11-25,United States,North America
"Greek legislative election, 1926",0.0,0.0,2.8571,1.4286,0.0,0.0,0.8286,0.2321,70,1926-11-07,,
"United States Senate election in Virginia, 2006",4.7212,3.7633,8.1081,4.0712,4.7212,1.4369,1.3714,0.2431,2923,2006-11-07,,
Battle of Coral–Balmoral,3.8549,2.4943,5.5556,2.7211,3.1746,0.6803,1.0666,0.0737,882,1968-06-06,Vietnam,Asia
Battle of Saint-Denis (1837),7.5949,5.0633,15.1899,6.3291,7.5949,3.7975,0.3291,0.0,79,1837-11-23,,
UFC 57,5.7971,1.4493,8.6957,1.4493,11.5942,1.4493,2.029,0.0,69,2006-02-04,,
Battle of Petrovaradin,1.9231,3.8462,9.6154,3.8462,9.6154,3.8462,1.8558,0.0,52,1716-08-05,,
Battle of Chungju,6.135,4.2945,11.6564,7.362,7.362,6.7485,2.523,2.7178,163,1592-04-28,,
Battle of Chawinda,7.4875,5.1821,10.1296,9.3747,4.3252,6.2226,2.5592,1.5065,9803,1965-09-14,Pakistan,Asia
Battle of Chestnut Neck,5.3691,8.7248,7.3826,9.396,6.0403,6.7114,2.9497,1.2315,149,1778-10-06,United States,North America
Battle of Chilcheollyang,0.0,0.0,0.3534,1.7668,0.7067,1.7668,0.0212,0.258,283,1597-08-27,,
Battle of Cisterna,5.6911,1.626,4.878,4.878,2.439,4.065,1.5793,0.5569,123,1944-02-02,Italy,Europe
Battle of Civitate,2.4911,3.5587,4.2705,3.9146,4.6263,1.7794,1.1228,0.0,281,1053-06-18,,
Battle of Crooked River,1.6667,3.3333,5.0,3.3333,5.0,1.6667,1.6083,0.0,60,1838-10-24,United States,North America
Battle of Ctesiphon (363),8.4233,4.5356,9.9352,6.9114,4.1037,3.8877,2.3969,1.162,463,0363-05-29,Iraq,Asia
Battle of Dakar,4.1916,3.1936,9.7804,5.3892,5.5888,4.99,2.007,0.6851,501,1940-09-25,,
Battle of Debrecen,5.9423,3.7351,7.4703,7.1307,4.584,4.0747,2.9177,0.0259,589,1944-10-29,,
Battle of Delhi (1803),8.3333,8.3333,8.3333,8.3333,0.0,0.0,0.0,0.0,12,1803-09-11,,
Battle of Delville Wood,3.9352,2.7778,6.9444,3.2407,6.4815,1.1574,1.5035,0.1291,432,1916-09-03,France,Europe
Operation Little Saturn,4.2017,0.8403,7.563,1.6807,4.2017,0.0,1.9874,0.0,119,1942-12-12,,
"Alaska gubernatorial election, 2006",0.5,1.0,1.5,2.5,2.0,0.5,0.59,0.0,200,2006-11-07,,
Palace of Justice siege,3.7616,3.9205,6.649,4.9536,3.7616,2.3046,1.8014,0.6619,3775,1985-11-06,,
1946 Aleutian Islands earthquake,0.0,25.0,0.0,50.0,0.0,16.6667,0.5833,25.4375,12,1946-04-01,,
"Belarusian presidential election, 2006",4.2137,2.784,8.6531,3.7622,4.6652,1.5049,2.0229,0.0775,1329,2006-03-19,,
"Louisiana gubernatorial election, 1948",15.3846,0.0,7.6923,0.0,15.3846,0.0,0.0,0.0,13,1948-02-24,,
Goliad Campaign,4.4444,2.2222,13.3333,2.2222,8.8889,0.0,2.5278,0.0,45,1836-03-27,,
"Pennsylvania gubernatorial election, 2006",1.1494,0.7184,2.2989,1.4368,0.7184,0.5747,0.3053,0.1034,696,2006-11-07,,
2006 state of emergency in the Philippines,4.5033,4.3709,8.0795,5.2318,5.4967,2.3841,1.3022,0.4243,1510,2006-02-24,,
Operation Bayonet Lightning,2.8169,4.2254,5.6338,4.2254,5.6338,2.8169,2.9225,0.0,71,2003-12-02,,
Battle of Grand Gulf,1.2346,2.4691,6.1728,2.4691,6.1728,2.4691,2.0772,0.0,81,1863-04-29,United States,North America
Battle of Snyder's Bluff,5.0505,1.0101,6.0606,0.0,2.0202,1.0101,2.2121,0.0,99,1863-05-01,United States,North America
Battle of Honey Springs,1.7442,0.5814,5.814,1.7442,4.0698,0.5814,1.2078,0.0,172,1863-07-17,United States,North America
Siege of Cahir Castle,9.2308,1.5385,9.2308,3.0769,4.6154,4.6154,5.0654,0.0,65,1599-05-29,,
Battle of Paducah,1.6129,3.2258,8.0645,6.4516,8.0645,6.4516,1.5565,0.0,62,1864-03-25,United States,North America
Battle of Pickett's Mill,1.8519,3.7037,9.2593,3.7037,9.2593,3.7037,1.787,0.0,54,1864-05-27,United States,North America
Battle of Marietta,1.6667,3.3333,1.6667,5.0,0.0,3.3333,0.6583,0.9833,60,1864-06-09,United States,North America
Second Battle of Dalton,3.7594,1.5038,9.7744,6.7669,6.015,6.7669,0.6222,0.9718,133,1864-08-15,United States,North America
"Battle of Waynesboro, Georgia",1.6129,3.2258,8.0645,3.2258,8.0645,3.2258,1.5565,0.0,62,1864-12-04,United States,North America
Battle of Saint Charles,1.2346,2.4691,7.4074,2.4691,7.4074,2.4691,1.2654,0.0,81,1862-06-17,United States,North America
Battle of Monett's Ferry,1.6129,3.2258,8.0645,6.4516,8.0645,6.4516,1.75,0.0,62,1864-04-23,United States,North America
Battle of Pleasant Hill,2.5316,2.5316,8.8608,3.7975,8.8608,1.2658,1.3196,0.0,79,1864-04-09,United States,North America
Second Battle of Adobe Walls,0.0,5.1282,5.1282,5.1282,2.5641,0.0,0.0,0.0,39,1874-06-27,United States,North America
Battle of Bezzecca,5.8824,5.8824,5.8824,5.8824,0.0,0.0,0.0,0.0,17,1866-07-21,,
Battle of Coulmiers,2.7027,4.0541,1.3514,9.4595,2.7027,8.1081,0.7196,0.0,74,1870-11-09,France,Europe
Battle of Arica,2.0202,2.0202,7.0707,1.0101,7.0707,2.0202,2.096,0.0,99,1880-06-07,,
Operation Iron Justice,1.7544,3.5088,5.2632,3.5088,5.2632,1.7544,1.693,0.0,57,2003-12-07,,
Nine Years' War (Ireland),3.8961,4.8237,7.1429,6.7718,3.525,3.3395,1.3286,0.3089,1078,1603-03-31,,
Salvadoran Civil War,4.0144,4.9065,6.3476,6.5363,4.2031,3.1052,1.1332,0.7361,5829,1979-10-15,,
Jassy–Kishinev Offensive,4.6404,3.9257,8.2472,6.2404,4.2611,3.0460000000000003,2.1092,0.4106,18188,1944-08-29,,
Transformus,3.5398,0.0,7.9646,0.0,2.6549,0.885,2.8872,0.0,113,2004-08-01,,
Second Battle of Târgu Frumos,2.2222,6.6667,8.8889,4.4444,6.6667,2.2222,1.8389,0.0278,45,1944-05-08,,
"Thai general election, 2006",1.0949,1.4599,4.0146,2.5547,2.9197,1.0949,0.354,0.0,274,2006-04-02,,
"United States gubernatorial elections, 2007",2.6022,2.2305,6.6914,2.974,5.948,1.1152,1.9526,0.1543,269,2007-11-06,,
Operation Python,4.7233,2.834,8.502,2.834,6.2078,2.5641,2.1673,0.166,741,1971-12-09,,
Aerial engagements of the Second Sino-Japanese War,1.5038,3.0075,7.5188,3.0075,6.015,1.5038,1.4511,0.3665,133,1937-08-14,,
Operation Silver Fox,2.5765,4.8309,3.8647,4.8309,3.7037,2.2544,0.7786,0.5857,621,1941-11-17,,
Operation Trident (1971),4.6392,6.2398,7.8405,6.9181,3.9067,3.8524,1.0469,0.5199,3686,1971-12-05,,
"United States Senate election in West Virginia, 2006",5.7851,0.0,6.6116,3.3058,4.1322,3.3058,0.5103,0.5124,121,2006-11-07,,
2006 Football League Cup Final,1.6129,3.2258,4.8387,3.2258,6.4516,1.6129,1.5565,0.0,62,2006-02-26,,
Turkish–Armenian War,3.6082,3.6689,6.2462,7.1255,3.1837,4.4572,1.1414,2.4451,3298,1920-12-23,,
Black Friday (1945),6.4103,1.2821,7.265,2.1368,4.7009,0.8547,2.5662,0.3312,234,1945-02-09,Norway,Europe
"New Orleans mayoral election, 2006",2.5253,3.2828,6.3131,4.798,3.0303,1.7677,1.5612,0.0,396,2006-05-20,,
Battle of Turnham Green,3.6364,6.3636,5.4545,6.9697,4.5455,3.9394,0.8667,0.9477,330,1642-11-13,United Kingdom,Europe
Milperra massacre,3.0303,3.8961,6.4935,5.6277,4.329,2.1645,1.3355,0.9881,231,1984-09-02,Australia,Oceania
"Liberal Democrats deputy leadership election, 2006",6.1224,0.0,10.2041,2.0408,6.1224,0.0,1.2602,0.0,49,2006-03-29,,
Battle of Sudoměř,1.7241,3.4483,6.8966,3.4483,6.8966,3.4483,1.6638,0.0,58,1420-03-25,Czech Rep.,Europe
Battle of Hořice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1423-04-27,Czech Rep.,Europe
"New Brunswick general election, 2006",7.0946,2.027,11.4865,1.6892,6.0811,1.0135,1.3193,0.2779,296,2006-09-18,,
Siege of Compiègne,2.8169,0.0,2.8169,1.4085,2.8169,0.0,0.9331,0.0,71,1430-06-18,,
Battle of Ko Chang,3.5088,3.5088,4.386,6.1404,2.6316,3.5088,1.1294,0.4693,114,1941-01-17,,
Boston campaign,3.9474,7.0175,4.386,8.3333,1.7544,2.193,1.8344,3.2555,228,1774-09-01,,
Battle of Wola Cyrusowa,8.8608,1.2658,11.3924,1.2658,5.0633,0.0,0.6646,0.0,79,1939-09-08,Poland,Europe
Battle of Mohi,4.2787,4.2787,6.2653,5.8374,3.3007,3.0868,1.165,0.4215,3272,1241-04-11,Hungary,Europe
Battle of Albert (1914),0.0,0.0,5.2632,0.0,0.0,0.0,2.5921,0.0,19,1914-09-29,France,Europe
Battle of Mărășești,8.7948,7.4919,13.0293,9.1205,4.2345,6.5147,4.2288,1.7191,307,1917-09-08,Romania,Europe
2001 southern Peru earthquake,0.0,3.7037,3.7037,3.7037,3.7037,0.0,0.0,0.0,27,2001-06-23,India,Asia
Operation Tractable,6.369,2.2694,8.4919,4.3192,4.246,2.3426,1.6451,0.1451,1366,1944-08-21,France,Europe
Battle of Turtucaia,2.6002,4.2254,4.7671,4.442,2.7086,2.8169,1.3229,0.8304,923,1916-09-02,Bulgaria,Europe
1954 FIFA World Cup Final,4.5455,3.7879,6.5657,4.2929,3.9141,1.8939,1.482,0.2579,792,1954-07-04,,
WrestleMania XI,4.89,3.6675,7.0905,4.6455,3.1785,1.7115,0.8068,0.1015,409,1995-04-02,,
Battle of Cape Ortegal,4.3478,0.0,4.3478,0.0,4.3478,0.0,1.1848,0.0,23,1805-11-04,,
Battle of Ashdown,1.8927,2.8391,5.0473,5.0473,2.5237,1.8927,0.4377,0.4156,317,0871-01-08,United Kingdom,Europe
Battle of Reading (871),0.0,0.0,0.0,7.1429,0.0,0.0,0.0,0.0,14,0871-01-04,United Kingdom,Europe
WrestleMania 13,4.4715,5.2846,8.1301,5.2846,6.0976,0.813,1.2185,0.2805,246,1997-03-23,,
Battle of Wandiwash,1.25,2.5,6.25,3.75,6.25,2.5,1.2062,0.0,80,1760-01-22,India,Asia
Battle of Langensalza (1075),0.0,5.2632,0.0,5.2632,0.0,0.0,0.0,0.0,38,1075-06-09,,
Battle of São Mamede,0.0,0.0,0.0,4.5455,0.0,0.0,0.2727,0.0,22,1128-06-24,,
Battle of Muret,3.5088,11.4035,7.8947,12.2807,1.7544,5.2632,0.9254,1.0504,114,1213-09-12,France,Europe
Battle of Malta,1.6129,1.6129,8.0645,1.6129,3.2258,0.0,0.7218,0.0,62,1283-07-08,,
Battle of the Standard,5.0053,3.7274,7.3482,4.5793,4.7923,2.2364,1.4076,0.3134,939,1138-08-22,United Kingdom,Europe
Battle of Gisors,1.1236,2.2472,5.6179999999999986,2.2472,5.6179999999999986,2.2472,1.0843,0.0,89,1198-09-27,France,Europe
Battle of Lyndanisse,0.0,4.878,0.0,7.3171,0.0,0.0,0.0,0.0,41,1219-06-15,Estonia,Europe
Battle on the Marchfeld,5.4545,7.2727,9.0909,10.0,3.6364,3.6364,0.4545,1.0568,110,1278-08-26,Austria,Europe
Battle of Dysert O'Dea,1.7857,3.5714,8.9286,3.5714,8.9286,3.5714,1.9375,0.0,56,1318-05-10,Ireland,Europe
Battle of Asiago,10.0,7.1429,11.4286,11.4286,10.0,4.2857,1.9857,0.0,70,1916-06-10,Italy,Europe
Battle of Zawichost,5.8824,5.6022,10.3641,6.7227,7.0028,3.9216,2.5217,0.4132,357,1205-10-14,Poland,Europe
"Ohio gubernatorial election, 2006",4.0278,3.8889,9.3056,5.2778,5.2083,1.7361,1.5233,0.3115,1440,2006-11-07,,
"Massachusetts gubernatorial election, 2006",0.8075,0.6729,1.6151,0.8075,2.2880000000000003,0.5384,0.6676,0.0,743,2006-11-07,,
Operation Retribution (1941),2.963,1.4815,2.963,2.963,1.4815,1.4815,0.2926,0.2296,135,1941-04-08,,
Pyle's Massacre,2.7027,11.7117,5.4054,10.8108,2.7027,5.4054,0.4775,2.8694,111,1781-02-25,,
Battle of Fort McAllister (1864),2.2727,1.1364,3.4091,2.2727,2.2727,0.0,1.7642,0.7131,88,1864-12-13,United States,North America
Battle of Heliopolis,5.2277,5.2277,8.9376,6.914,5.2277,2.5295,2.0143,0.2137,593,0640-07-06,,
Battle of the Treasury Islands,0.0,6.25,0.0,12.5,0.0,6.25,0.0,0.0,16,1943-11-12,,
Battle of Sauchieburn,7.6271,4.2373,8.4746,8.4746,6.7797,4.2373,2.3496,1.9386,118,1488-06-11,United Kingdom,Europe
Invasion of Lingayen Gulf,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,20,1945-01-09,,
1961 FA Cup Final,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.7232,0.0,56,1961-05-06,,
Operation Polyarnaya Zvezda,3.8462,0.0,11.5385,0.0,3.8462,0.0,5.9519,0.0,26,1943-04-01,,
"Tasmanian state election, 2006",4.6599,1.6373,7.1788,3.4005,4.9118,1.6373,2.6873,0.3089,794,2006-03-18,,
Destination X,3.8005,4.9881,6.6508,5.9382,3.5629,2.6128,2.2393,0.9751,421,2015-06-10,,
Swedish–Norwegian War (1814),3.0303,3.0303,3.0303,3.0303,0.0,0.0,0.4167,0.0,33,1814-08-14,,
"United States Senate election in Ohio, 2006",2.1523,1.3245,4.4702,2.3179,2.1523,0.6623,0.3584,0.0778,604,2006-11-07,,
"Maharashtra Legislative Assembly election, 2004",1.7544,3.5088,5.2632,3.5088,5.2632,1.7544,2.8596,0.0,57,2004-10-13,,
"Chadian presidential election, 2006",1.4706,1.4706,7.3529,1.4706,7.3529,1.4706,1.8235,0.0,68,2006-05-03,,
"Brazilian general election, 2006",3.6496,1.4599,5.8394,3.6496,5.1095,1.4599,1.8248,0.1953,137,2006-10-29,,
